Date,Day,PlateDay,Plate,Incubation,Volume,Treatment,Age,DOB,Sex,ID,ExpID,Distributor,Viability,Basal,ATP,Max,Spare,Leak,NonMito
12/15/2023,22,1,60,3,40,R848,Aged,3/1/22,Female,M04117-40071,M37,NIH,0.89,47.09333333,38.88583333,115.905,68.81166667,8.2075,17.09
12/15/2023,22,1,60,3,40,Control,Young,9/12/23,Female,M04193-40691,M38,Jackson,0.88,29.26,22.12666667,45.15833333,15.89833333,7.133333333,10.49666667
12/15/2023,22,1,60,3,40,R848,Young,9/12/23,Female,M04193-40691,M38,Jackson,0.88,32.88666667,26.46333333,44.49833333,11.61166667,6.423333333,10.79166667
12/15/2023,22,2,61,3,40,Control,Aged,3/1/22,Female,M04117-40071,M37,NIH,0.89,34.07666667,28.15833333,80.54333333,46.46666667,5.918333333,13.15666667
12/15/2023,22,2,61,3,40,NP.Mi,Aged,3/1/22,Female,M04117-40071,M37,NIH,0.89,26.17666667,20.23166667,67.2475,41.07083333,5.945,11.26
12/15/2023,22,2,61,3,40,Control,Young,9/12/23,Female,M04193-40691,M38,Jackson,0.88,23.40666667,17.93166667,28.835,5.428333333,5.475,7.61
12/15/2023,22,2,61,3,40,NP.Mi,Young,9/12/23,Female,M04193-40691,M38,Jackson,0.88,19.49833333,14.3775,36.26833333,16.77,5.120833333,6.436666667
12/15/2023,22,3,62,3,40,Control,Aged,3/1/22,Female,M04117-40071,M37,NIH,0.89,22.21333333,17.68666667,40.07666667,17.86333333,4.526666667,7.013333333
12/15/2023,22,3,62,3,40,MPLA.NP.Mi,Aged,3/1/22,Female,M04117-40071,M37,NIH,0.89,27.08666667,18.6925,65.01166667,37.925,8.394166667,9.053333333
12/15/2023,22,3,62,3,40,Control,Young,9/12/23,Female,M04193-40691,M38,Jackson,0.88,16.85333333,12.345,20.34833333,3.495,4.508333333,4.596666667
12/15/2023,22,3,62,3,40,MPLA.NP.Mi,Young,9/12/23,Female,M04193-40691,M38,Jackson,0.88,13.66833333,10.40416667,27.79916667,14.13083333,3.264166667,4.408333333
1/16/2024,23,1,63,3,40,Control,Aged,5/1/22,Male,M04192-40694,M39,NIH,0.88,7.17,6.37,7.331666667,0.161666667,0.8,4.623333333
1/16/2024,23,1,63,3,40,NP.Mi,Aged,5/1/22,Male,M04192-40694,M39,NIH,0.88,10.34,8.975,24.50833333,14.16833333,1.365,3.396666667
1/16/2024,23,1,63,3,40,Control,Young,9/12/23,Male,M04194-40689,M40,Jackson,0.89,15.62666667,12.60666667,19.52166667,3.895,3.02,4.333333333
1/16/2024,23,1,63,3,40,NP.Mi,Young,9/12/23,Male,M04194-40689,M40,Jackson,0.89,14.03166667,11.48166667,31.82666667,17.795,2.55,3.728333333
1/16/2024,23,2,64,3,40,Control,Aged,5/1/22,Male,M04192-40694,M39,NIH,0.88,7.553333333,6.55,8.101666667,0.548333333,1.003333333,2.433333333
1/16/2024,23,2,64,3,40,MPLA.NP.Mi,Aged,5/1/22,Male,M04192-40694,M39,NIH,0.88,9.076666667,8.366666667,19.20666667,10.13,0.71,3.203333333
1/16/2024,23,2,64,3,40,Control,Young,9/12/23,Male,M04194-40689,M40,Jackson,0.89,13.82333333,11.50666667,14.49833333,0.675,2.316666667,3.996666667
1/16/2024,23,2,64,3,40,MPLA.NP.Mi,Young,9/12/23,Male,M04194-40689,M40,Jackson,0.89,9.185,8.26,21.68583333,12.50083333,0.925,2.691666667
1/16/2024,23,3,65,3,40,Control,Aged,5/1/22,Male,M04192-40694,M39,NIH,0.88,8.2,7.333333333,15.57833333,7.378333333,0.866666667,3.476666667
1/16/2024,23,3,65,3,40,MPLA,Aged,5/1/22,Male,M04192-40694,M39,NIH,0.88,9.01,8.956666667,15.42,6.41,0.053333333,4.5
1/16/2024,23,3,65,3,40,Control,Young,9/12/23,Male,M04194-40689,M40,Jackson,0.89,9.546666667,8.073333333,9.563333333,0.016666667,1.473333333,3.116666667
1/16/2024,23,3,65,3,40,MPLA,Young,9/12/23,Male,M04194-40689,M40,Jackson,0.89,7.78,7.385,8.391666667,0.720833333,0.395,2.928333333
1/17/2024,24,1,66,3,40,Control,Aged,6/7/22,Male,M04230-41289,M41,Jackson,0.85,14.53666667,12.38,21.74666667,7.21,2.156666667,4.683333333
1/17/2024,24,1,66,3,40,MPLA.NP.Mi,Aged,6/7/22,Male,M04230-41289,M41,Jackson,0.85,13.89833333,12.46,36.95166667,23.05333333,1.438333333,4.993333333
1/17/2024,24,1,66,3,40,Control,Young,9/12/23,Male,M04194-40689,M42,Jackson,0.9,30.19666667,23.50333333,40.59166667,10.395,6.693333333,7.733333333
1/17/2024,24,1,66,3,40,MPLA.NP.Mi,Young,9/12/23,Male,M04194-40689,M42,Jackson,0.9,19.96166667,17.26666667,44.39416667,24.4325,2.695,6.393333333
1/17/2024,24,2,67,3,40,Control,Aged,6/7/22,Male,M04230-41289,M41,Jackson,0.85,14.73666667,12.88,21.59666667,6.86,1.856666667,6.383333333
1/17/2024,24,2,67,3,40,NP.Mi,Aged,6/7/22,Male,M04230-41289,M41,Jackson,0.85,15.29666667,13.2,34.5175,19.22083333,2.096666667,6.765
1/17/2024,24,2,67,3,40,Control,Young,9/12/23,Male,M04194-40689,M42,Jackson,0.9,29.09333333,22.49666667,37.04833333,7.955,6.596666667,8.396666667
1/17/2024,24,2,67,3,40,NP.Mi,Young,9/12/23,Male,M04194-40689,M42,Jackson,0.9,18.81,14.05666667,40.13333333,21.32333333,4.753333333,6.076666667
1/17/2024,24,3,68,3,40,Control,Aged,6/7/22,Male,M04230-41289,M41,Jackson,0.85,13.18666667,10.78666667,19.165,5.978333333,2.4,4.52
1/17/2024,24,3,68,3,40,MPLA,Aged,6/7/22,Male,M04230-41289,M41,Jackson,0.85,15.81666667,14.70666667,24.7375,8.920833333,1.11,6.135
1/17/2024,24,3,68,3,40,Control,Young,9/12/23,Male,M04194-40689,M42,Jackson,0.9,15.09666667,10.94333333,18.69833333,3.601666667,4.153333333,5.046666667
1/17/2024,24,3,68,3,40,MPLA,Young,9/12/23,Male,M04194-40689,M42,Jackson,0.9,13.23,11.35833333,16.99916667,3.769166667,1.871666667,4.518333333
